type_id,name,daily_upd,daily_creat,update_pct
33305,Capital Processor Overclocking Unit II,   17.63,    0.25,  98.60
88619,Electrum Flare Metallic - Unlimited,   15.88,    0.25,  98.45
25978,Large Energy Burst Aerator I,   36.88,    0.63,  98.33
83368,Sani Crimson Gloss - Unlimited,   19.75,    0.50,  97.53
54307,Men's 'Fatal Elite' Combat Jacket,   17.63,    0.50,  97.24
31714,Capital Projectile Metastasis Adjuster II,   22.88,    0.75,  96.83
31416,Capital Semiconductor Memory Cell II,   21.50,    0.75,  96.63
41465,Capital Solace Scoped Remote Armor Repairer,   24.88,    0.88,  96.60
42794,Avatar Cold Iron SKIN,   30.25,    1.13,  96.41
48383,Men's Triglavian Survival Suit (Veles),   16.38,    0.63,  96.32
28795,Mid-grade Centurion Omega,   22.38,    0.88,  96.24
53900,Mid-grade Savior Epsilon,   21.25,    0.88,  96.05
85489,Glorified Unstable Damage Control Mutaplasmid,   17.25,    0.75,  95.83
41439,'Iron Pike' Kinetic Lance,   19.88,    0.88,  95.78
31826,Capital Core Defense Operational Solidifier II,   27.75,    1.25,  95.69
26418,Large Rocket Fuel Cache Partition II,   36.13,    1.75,  95.38
62579,Compressed Rakovene,   15.38,    0.75,  95.35
31712,Medium Projectile Metastasis Adjuster II,   17.88,    0.88,  95.33
83374,Argon Heat Gloss - Unlimited,   28.00,    1.38,  95.32
31500,Capital Energy Metastasis Adjuster II,   19.88,    1.00,  95.21
83363,Electric Dreams Gloss - Unlimited,   19.25,    1.00,  95.06
62580,Compressed Rakovene II-Grade,   16.63,    0.88,  95.00
24552,'Oblivion' Kinetic Doomsday,   18.13,    1.00,  94.77
89695,Cinderchrome Metallic - Limited,   34.75,    2.00,  94.56
26086,Large Core Defense Operational Solidifier I,   23.50,    1.38,  94.47
31362,Capital Ancillary Current Router I,   27.25,    1.63,  94.37
20452,Hexa 2500mm Repeating Cannon I,   20.00,    1.25,  94.12
31137,Medium Dynamic Fuel Valve II,   15.88,    1.00,  94.07
23811,'Plough' Heavy Capacitor Booster I,   19.50,    1.25,  93.98
18931,Centus A-Type EM Armor Hardener,   21.13,    1.38,  93.89
91987,Blazing Teal Metallic - Limited,   24.88,    1.63,  93.87
31410,Capital Semiconductor Memory Cell I,   40.50,    2.75,  93.64
40566,Termite II,   34.13,    2.38,  93.49
3224,Zainou 'Deadeye' Large Hybrid Turret LH-1006,   15.13,    1.13,  93.08
83382,Uncompromising Scarlet Gloss - Unlimited,   16.75,    1.25,  93.06
11265,'Basic' Multispectrum Energized Membrane,   16.75,    1.25,  93.06
3143,Zainou 'Deadeye' Target Navigation Prediction TN-906,   27.75,    2.13,  92.89
15717,Republic Fleet Explosive Armor Hardener,   27.63,    2.13,  92.86
90598,Amber Flow Gloss - Unlimited,   17.88,    1.38,  92.86
26108,Large Particle Dispersion Projector I,   48.25,    3.75,  92.79
88637,Embossed Turns - Unlimited,   15.88,    1.25,  92.70
18919,Centus A-Type Thermal Armor Hardener,   31.63,    2.50,  92.67
26296,Large Nanobot Accelerator II,   33.00,    2.63,  92.63
90594,Plumbed Depths Metallic - Unlimited,   29.75,    2.38,  92.61
27064,Capital Auxiliary Nano Pump I,   33.88,    2.75,  92.49
88777,Gravastar Black Metallic - Unlimited,   20.00,    1.63,  92.49
31304,Small Particle Dispersion Projector II,   20.00,    1.63,  92.49
19262,Pith C-Type Thermal Shield Hardener,   34.00,    2.88,  92.20
40758,Heavy Warp Scrambler II,   35.13,    3.00,  92.13
28803,Mid-grade Harvest Beta,   16.00,    1.38,  92.09
22134,Mid-grade Talisman Delta,   17.25,    1.50,  92.00
26312,Large Polycarbon Engine Housing II,   16.75,    1.50,  91.78
18929,Corpus A-Type EM Armor Hardener,   17.88,    1.63,  91.67
31292,Small Particle Dispersion Augmentor II,   20.50,    1.88,  91.62
35836,Tatara,   15.00,    1.38,  91.60
20703,Capital Shield Booster I,   20.38,    1.88,  91.57
26292,Large Thermal Armor Reinforcer II,   26.88,    2.50,  91.49
26396,Large Hybrid Collision Accelerator II,   29.38,    2.75,  91.44
85147,Brutal Splatter Pattern - Limited,   62.38,    5.88,  91.39
3127,Zainou 'Deadeye' Guided Missile Precision GP-806,   29.13,    2.75,  91.37
31075,Capital Remote Repair Augmentor I,   17.13,    1.63,  91.33
18921,Corpus A-Type Kinetic Armor Hardener,   15.50,    1.50,  91.18
28583,Capital Industrial Core I,   17.88,    1.75,  91.08
24554,'Aurora Ominae' Thermal Doomsday,   16.38,    1.63,  90.97
31374,Capital Capacitor Control Circuit I,   39.88,    4.00,  90.88
41291,Scourge Fury XL Cruise Missile,   16.00,    1.63,  90.78
37630,Corpus A-Type Heavy Energy Neutralizer,   14.63,    1.50,  90.70
26416,Large Hydraulic Bay Thrusters II,   31.63,    3.25,  90.68
3550,CONCORD Dual 1000mm Railgun,   25.50,    2.63,  90.67
18899,Centus C-Type Thermal Armor Hardener,   33.75,    3.50,  90.60
26412,Large Warhead Flare Catalyst II,   36.00,    3.75,  90.57
52915,Ultratidal Entropic Disintegrator I,   57.00,    6.00,  90.48
4401,Large Processor Overclocking Unit II,   22.25,    2.38,  90.36
32063,Medium Drone Speed Augmentor II,   24.25,    2.63,  90.23
18702,Centii C-Type Multispectrum Coating,   16.13,    1.75,  90.21
17836,Federation Navy Kinetic Armor Hardener,   33.25,    3.63,  90.17
3095,Eifyr and Co. 'Rogue' Evasive Maneuvering EM-706,   44.63,    4.88,  90.15
31163,Capital Hyperspatial Velocity Optimizer I,   59.25,    6.50,  90.11
19117,Corpus A-Type Heavy Energy Nosferatu,   14.75,    1.63,  90.08
85936,Incursive Ink Satin - Unlimited,   17.00,    1.88,  90.07
32342,Tyrfing I,   18.13,    2.00,  90.06
19085,Centum B-Type Medium Remote Capacitor Transmitter,   46.38,    5.13,  90.05
24636,Zainou 'Deadeye' Missile Bombardment MB-705,   15.75,    1.75,  90.00
31035,Medium Thermal Armor Reinforcer I,   15.75,    1.75,  90.00
21480,500MN Digital Booster Microwarpdrive,   15.63,    1.75,  89.93
31820,Capital Core Defense Operational Solidifier I,   16.63,    1.88,  89.86
3618,Capital Remote Shield Booster II,   22.13,    2.50,  89.85
18927,Centus A-Type Explosive Armor Hardener,   16.50,    1.88,  89.80
26376,Large Semiconductor Memory Cell II,   16.50,    1.88,  89.80
87323,Navy Scan Rangefinding Array,   15.25,    1.75,  89.71
40633,Bosonic Field Generator,   19.50,    2.25,  89.66
18971,Core A-Type Thermal Armor Hardener,   27.88,    3.25,  89.56
83317,Isotopic Iodide Matte - Unlimited,   16.00,    1.88,  89.51
3094,Eifyr and Co. 'Rogue' Evasive Maneuvering EM-704,   15.63,    1.88,  89.29
47835,Unstable Medium Ancillary Shield Booster Mutaplasmid,   26.00,    3.13,  89.27
33971,Low-grade Virtue Alpha,   15.38,    1.88,  89.13
40696,Warp Disruption Burst Projector,   17.25,    2.13,  89.03
18827,Corelum A-Type Thermal Energized Membrane,   25.00,    3.13,  88.89
31774,Capital Core Defense Capacitor Safeguard II,   54.88,    6.88,  88.87
83351,Uncompromising Scarlet Satin - Unlimited,   14.88,    1.88,  88.81
31730,Medium Explosive Shield Reinforcer I,   18.75,    2.38,  88.76
18909,Corpus B-Type Kinetic Armor Hardener,   21.63,    2.75,  88.72
17491,Republic Fleet Light Missile Launcher,   20.63,    2.63,  88.71
3137,Zainou 'Deadeye' Rapid Launch RL-1004,   18.63,    2.38,  88.69
20563,'Smokescreen' Covert Ops Cloaking Device II,   14.63,    1.88,  88.64
26444,Large Core Defense Capacitor Safeguard II,   15.50,    2.00,  88.57
31736,Medium Explosive Shield Reinforcer II,   42.50,    5.50,  88.54
57482,Genetic Safeguard Filter,   24.13,    3.13,  88.53
85396,Drone Mutaplasmid Residue,   28.88,    3.75,  88.51
26438,Large Explosive Shield Reinforcer II,   25.00,    3.25,  88.50
41565,Capital Radiative Scoped Remote Capacitor Transmitter,   19.13,    2.50,  88.44
41251,50000MN Quad LiF Restrained Microwarpdrive,   21.88,    2.88,  88.38
28746,Thukker Medium Shield Extender,   33.25,    4.38,  88.37
52244,Veles Entropic Radiation Sink,   46.38,    6.13,  88.33
60475,Exigent Medium Drone Projection Mutaplasmid,   40.38,    5.38,  88.25
3481,Inherent Implants 'Noble' Hull Upgrades HG-1004,   17.75,    2.38,  88.20
76494,Gnosis GalNet StreamCast Unit SKIN,   38.00,    5.13,  88.12
12269,Heavy Energy Neutralizer I,   15.75,    2.13,  88.11
22137,Mid-grade Talisman Omega,   23.13,    3.13,  88.10
72872,Prophecy Navy Issue,   29.38,    4.00,  88.01
25275,Celadon Cytoserocin,   24.63,    3.38,  87.95
37453,Crucifier Navy Issue,   21.88,    3.00,  87.94
14222,Domination Medium Proton Smartbomb,   19.13,    2.63,  87.93
20345,100mm Steel Plates II,   25.38,    3.50,  87.88
28654,Warp Disruption Field Generator I,   18.13,    2.50,  87.88
17408,Small Pulse Laser Battery,   19.00,    2.63,  87.86
3266,Zainou 'Gypsy' CPU Management EE-604,   15.38,    2.13,  87.86
3575,CONCORD Capital Remote Capacitor Transmitter,   19.75,    2.75,  87.78
1968,Remote Sensor Dampener I,   15.25,    2.13,  87.77
57127,High-grade Rapture Epsilon,   14.25,    2.00,  87.69
18965,Core A-Type EM Armor Hardener,   15.13,    2.13,  87.68
47035,Standup Templar I,   16.00,    2.25,  87.67
18951,Core C-Type Explosive Armor Hardener,   31.00,    4.38,  87.63
89512,Maelstrom Hrada-Oki Offender SKIN,   24.75,    3.50,  87.61
31328,Small Targeting System Subcontroller II,   14.13,    2.00,  87.60
33832,Imperial Navy Omnidirectional Tracking Enhancer,   14.13,    2.00,  87.60
85478,Glorified Unstable 100MN Afterburner Mutaplasmid,   15.88,    2.25,  87.59
31488,Capital Energy Locus Coordinator II,   17.63,    2.50,  87.58
31113,Medium Auxiliary Thrusters II,   28.00,    4.00,  87.50
85545,Glorified Unstable Large Shield Booster Mutaplasmid,   18.38,    2.63,  87.50
22895,'Shady' Sensor Booster,   15.75,    2.25,  87.50
26430,Large Projectile Burst Aerator II,   20.88,    3.00,  87.43
15707,Imperial Navy Kinetic Armor Hardener,   33.75,    4.88,  87.38
57463,Isotropic Neofullerene Alpha-3,   29.88,    4.38,  87.23
20444,Dual Giga Pulse Laser I,   18.75,    2.75,  87.21
23035,Caldari Navy Iridium Charge M,   39.13,    5.75,  87.19
20637,'Posse' Multispectrum Shield Hardener,   47.63,    7.00,  87.19
40355,Capital Azeotropic Restrained Shield Extender,   56.13,    8.25,  87.18
18686,Coreli B-Type 1MN Afterburner,   33.00,    4.88,  87.13
3561,CONCORD Dual Giga Beam Laser,   14.38,    2.13,  87.12
16064,Caldari Navy Heavy Missile Launcher,   58.25,    8.63,  87.10
62394,Compressed Viridian Cytoserocin,   26.13,    3.88,  87.08
31330,Medium Targeting System Subcontroller II,   16.00,    2.38,  87.07
31484,Small Energy Locus Coordinator II,   73.75,   11.13,  86.89
13963,True Sansha Small Armor Repairer,   20.63,    3.13,  86.84
57465,Isotropic Neofullerene Gamma-9,   16.50,    2.50,  86.84
54779,BlastShot Condenser Pack L,   25.00,    3.88,  86.58
82310,Compressed Ueganite III-Grade,   16.13,    2.50,  86.58
55652,Loki Biosecurity Responders SKIN,   14.50,    2.25,  86.57
28846,Nomad,   31.38,    4.88,  86.55
33955,Low-grade Amulet Delta,   16.88,    2.63,  86.54
19263,Gist C-Type EM Shield Hardener,   16.75,    2.63,  86.45
31668,Small Projectile Burst Aerator I,   23.13,    3.63,  86.45
31071,Medium Nanobot Accelerator II,   41.88,    6.63,  86.34
47336,Standup Focused Warp Scrambling Script,   16.50,    2.63,  86.27
31680,Small Projectile Collision Accelerator I,   25.00,    4.00,  86.21
31534,Medium Hybrid Burst Aerator II,   22.63,    3.63,  86.19
26890,Mobile Medium Warp Disruptor II,   26.50,    4.25,  86.18
60472,Exigent Medium Drone Navigation Mutaplasmid,   59.13,    9.50,  86.16
18885,Corpus C-Type EM Armor Hardener,   24.88,    4.00,  86.15
31792,Capital Core Defense Field Extender I,   62.88,   10.13,  86.13
12221,Medium Remote Capacitor Transmitter II,   27.88,    4.50,  86.10
15747,Republic Fleet 5MN Microwarpdrive,   16.25,    2.63,  86.09
85931,Chimera Arkombine Arisen SKIN,   14.63,    2.38,  86.03
62544,Compressed Hemorphite,   14.63,    2.38,  86.03
41250,50000MN Y-T8 Compact Microwarpdrive,   16.88,    2.75,  85.99
26420,Large Warhead Calefaction Catalyst II,   16.88,    2.75,  85.99
27256,Zainou 'Snapshot' Torpedoes TD-605,   18.38,    3.00,  85.96
12223,Capital Remote Capacitor Transmitter II,   19.88,    3.25,  85.95
92041,Humboldt EC-900-I,   54.25,    8.88,  85.94
1565,Small EMP Smartbomb II,   15.25,    2.50,  85.92
92038,Tabanida EV-900-I,   24.38,    4.00,  85.90
85645,Glorified Unstable Warp Scrambler Mutaplasmid,   25.88,    4.25,  85.89
92040,Nertic EC-600-I,   70.63,   11.63,  85.87
40730,Heavy Warp Disruptor I,   22.00,    3.63,  85.85
18696,Core A-Type 100MN Afterburner,   22.00,    3.63,  85.85
40354,Capital Shield Extender I,   14.38,    2.38,  85.82
26370,Large Ancillary Current Router II,   60.25,   10.00,  85.77
81066,Metaprismatic Armor Plate,   27.75,    4.63,  85.71
76488,Vargur GalNet StreamCast Unit SKIN,   29.88,    5.00,  85.66
87325,Navy Scan Acquisition Array,   18.63,    3.13,  85.63
31380,Capital Capacitor Control Circuit II,   37.75,    6.38,  85.55
19103,Corpii B-Type Small Energy Nosferatu,   14.00,    2.38,  85.50
26310,Large Low Friction Nozzle Joints II,   16.13,    2.75,  85.43
26452,Large Core Defense Operational Solidifier II,   13.88,    2.38,  85.38
17838,Federation Navy Thermal Armor Hardener,   19.63,    3.38,  85.33
85641,Glorified Unstable Warp Disruptor Mutaplasmid,   26.13,    4.50,  85.31
85932,Nidhoggur Arkombine Arisen SKIN,   14.50,    2.50,  85.29
25274,Viridian Cytoserocin,   29.63,    5.13,  85.25
40660,Capital Gremlin Compact Energy Neutralizer,   26.00,    4.50,  85.25
85307,Blooded Steel Metallic - Limited,   15.13,    2.63,  85.21
3214,Inherent Implants 'Lancer' Gunnery RF-906,   16.50,    2.88,  85.16
19299,Gist B-Type Shield Boost Amplifier,   21.50,    3.75,  85.15
11692,Nuclear Pulse Generator,   20.75,    3.63,  85.13
31640,Medium Warhead Flare Catalyst II,   16.38,    2.88,  85.06
20433,Talocan Technology,   21.13,    3.75,  84.92
31614,Small Rocket Fuel Cache Partition II,   47.00,    8.38,  84.88
18963,Core B-Type Thermal Armor Hardener,   13.88,    2.50,  84.73
31089,Small Salvage Tackle II,   20.75,    3.75,  84.69
26406,Large Bay Loading Accelerator II,   35.25,    6.38,  84.68
92468,Immaculate TD-600-I,   61.50,   11.13,  84.68
57464,Isotropic Neofullerene Beta-6,   23.38,    4.25,  84.62
87324,Navy Scan Pinpointing Array,   14.38,    2.63,  84.56
20887,True Sanshas Standard L,   14.38,    2.63,  84.56
47139,Standup Firbolg I,   16.38,    3.00,  84.52
18694,Corelum A-Type 10MN Afterburner,   15.00,    2.75,  84.51
12547,Sansha Bronze Tag,   30.50,    5.63,  84.43
31276,Medium Ionic Field Projector I,   25.00,    4.63,  84.39
62631,Large Moon Ore Compressor I,   28.25,    5.25,  84.33
45613,Tengu Propulsion - Interdiction Nullifier,   53.13,    9.88,  84.33
47342,Standup Ballistic Control System II,   15.38,    2.88,  84.25
52242,Zorya's Entropic Radiation Sink,   24.63,    4.63,  84.19
18815,Corelum B-Type EM Energized Membrane,   23.25,    4.38,  84.16
31091,Medium Salvage Tackle II,   31.13,    5.88,  84.12
41310,Scoped Electronics,   26.38,    5.00,  84.06
17212,Sansha Brass Tag,   29.00,    5.50,  84.06
21368,Guristas Antimatter Charge XL,   29.50,    5.63,  83.99
19700,Zainou 'Deadeye' Small Hybrid Turret SH-605,   13.75,    2.63,  83.97
41271,Scourge Rage XL Torpedo,   20.25,    3.88,  83.94
17210,Sansha Copper Tag,   28.00,    5.38,  83.90
57460,Axosomatic Neurolink Enhancer,   37.75,    7.25,  83.89
22889,'Meditation' Medium Armor Repairer I,   20.75,    4.00,  83.84
81603,Mysterious Booster Crate I,   17.38,    3.38,  83.73
60461,Exigent Light Drone Firepower Mutaplasmid,   63.63,   12.38,  83.72
14156,Dark Blood Medium Energy Nosferatu,   40.38,    7.88,  83.68
13926,Dread Guristas Light Missile Launcher,   31.88,    6.25,  83.61
42201,Low-grade Asklepian Epsilon,   27.38,    5.38,  83.59
18983,Coreli B-Type Small Remote Armor Repairer,   16.50,    3.25,  83.54
60311,Mercoxit Asteroid Mining Crystal Type B II,   18.38,    3.63,  83.52
31280,Small Ionic Field Projector II,   99.38,   19.63,  83.51
92467,Stellate TD-300-I,   81.75,   16.25,  83.42
81065,Electromechanical Microprocessor,   14.38,    2.88,  83.33
19341,Gist C-Type 500MN Microwarpdrive,   18.00,    3.63,  83.24
4256,Bomb Launcher II,   18.00,    3.63,  83.24
60315,ORE Gas Cloud Harvester,   29.75,    6.00,  83.22
17520,Federation Navy Sensor Booster,   22.88,    4.63,  83.18
14202,True Sansha Small EMP Smartbomb,   16.00,    3.25,  83.12
12761,Quake L,   31.38,    6.38,  83.11
31674,Small Projectile Burst Aerator II,   15.38,    3.13,  83.11
11551,Electrolytic Capacitor Unit,   22.75,    4.63,  83.11
33591,Mobile Micro Jump Unit,   13.50,    2.75,  83.08
17674,Phased Plasma XL,   13.50,    2.75,  83.08
47366,Standup Target Painter II,   17.75,    3.63,  83.04
15768,Federation Navy 500MN Microwarpdrive,   28.75,    5.88,  83.03
22945,'Executive' Remote Sensor Dampener,   20.13,    4.13,  82.99
92466,Atlas SD-900-I,   21.88,    4.50,  82.94
9846,Planetary Vehicles,   30.38,    6.25,  82.94
30582,Intact Power Cores,   16.38,    3.38,  82.91
18991,Corelum A-Type Medium Remote Armor Repairer,   15.13,    3.13,  82.88
92035,Arabellata SW-900-I,   42.25,    8.75,  82.84
41498,Capital I-a Enduring Armor Repairer,   33.50,    7.00,  82.72
31918,Federation Navy 800mm Steel Plates,   30.50,    6.38,  82.71
37457,Deacon,   38.63,    8.13,  82.62
34268,Medium Higgs Anchor I,   25.50,    5.38,  82.59
84422,Unstable Large EMP Smartbomb Mutaplasmid,   47.75,   10.13,  82.51
18889,Corpus C-Type Explosive Armor Hardener,   20.63,    4.38,  82.50
20567,'Dyad' Co-Processor I,   34.75,    7.38,  82.49
3239,Inherent Implants 'Squire' Capacitor Management EM-806,   47.50,   10.13,  82.43
27373,Guristas Mjolnir Cruise Missile,   45.13,    9.63,  82.42
15898,Caldari Navy Small Shield Booster,   24.38,    5.25,  82.28
16068,Caldari Navy Light Missile Launcher,   30.75,    6.63,  82.27
13834,True Sansha Tachyon Beam Laser,   17.38,    3.75,  82.25
91567,Gila GalNet StreamCast Unit SKIN,   32.38,    7.00,  82.22
41525,Capital Flex Armor Hardener II,   46.63,   10.13,  82.16
18887,Centus C-Type EM Armor Hardener,   22.38,    4.88,  82.11
35922,Standup Multirole Missile Launcher I,   26.25,    5.75,  82.03
14166,True Sansha Medium Energy Neutralizer,   27.38,    6.00,  82.02
41062,Federation Navy Warp Disruptor,   18.25,    4.00,  82.02
40571,Dromi II,   30.63,    6.75,  81.94
28700,Vermillion Mykoserocin,   38.50,    8.50,  81.91
18897,Corpus C-Type Thermal Armor Hardener,   20.38,    4.50,  81.91
31946,Imperial Navy Large Remote Capacitor Transmitter,   26.00,    5.75,  81.89
49099,Zero-Point Mass Entangler,   45.00,   10.00,  81.82
90609,Exigent Mining Drone Mutaplasmid,   19.13,    4.25,  81.82
92644,Men's Select Freedom Combat Suit,   13.50,    3.00,  81.82
45612,Legion Propulsion - Wake Limiter,   27.50,    6.13,  81.78
53857,Low-grade Nirvana Epsilon,   18.50,    4.13,  81.77
11555,Deflection Shield Emitter,   16.25,    3.63,  81.76
26414,Large Warhead Rigor Catalyst II,   21.75,    4.88,  81.69
40356,Capital F-S9 Regolith Compact Shield Extender,   23.38,    5.25,  81.66
40553,Gram II,   23.38,    5.25,  81.66
47916,Heavy Compact Entropic Disintegrator,   17.75,    4.00,  81.61
60465,Exigent Heavy Drone Durability Mutaplasmid,   29.88,    6.75,  81.57
41252,50000MN Cold-Gas Enduring Microwarpdrive,   21.00,    4.75,  81.55
20066,Minmatar Control Tower Small,   19.88,    4.50,  81.54
11538,Nanomechanical Microprocessor,   32.50,    7.38,  81.50
15788,Ammatar Navy Cap Recharger,   30.25,    6.88,  81.48
3162,Light Electron Blaster II,   39.50,    9.00,  81.44
21021,Capital Power Generator,   20.75,    4.75,  81.37
11533,Magpulse Thruster,   19.63,    4.50,  81.35
3118,Eifyr and Co. 'Rogue' Warp Drive Speed WS-613,   19.63,    4.50,  81.35
3993,Large EMP Smartbomb I,   16.88,    3.88,  81.33
13920,Dread Guristas Rapid Light Missile Launcher,   75.00,   17.25,  81.30
28744,Thukker Large Shield Extender,  102.13,   23.50,  81.29
49790,ML-EKP 'Polybolos' Ballistic Control System,   22.25,    5.13,  81.28
28797,Mid-grade Nomad Beta,   32.50,    7.50,  81.25
3608,Large Remote Shield Booster II,   44.38,   10.25,  81.24
31824,Medium Core Defense Operational Solidifier II,   31.88,    7.38,  81.21
57124,High-grade Rapture Beta,   16.00,    3.75,  81.01
31568,Small Hybrid Locus Coordinator II,   14.38,    3.38,  80.99
3049,Mega Beam Laser II,   64.38,   15.13,  80.97
9497,1400mm Prototype Siege Cannon,   50.38,   11.88,  80.92
37849,Standup Heavy Guided Bomb,   15.38,    3.63,  80.92
22127,Mid-grade Snake Delta,   32.25,    7.63,  80.88
85662,Glorified Unstable Gyrostabilizer Mutaplasmid,   21.63,    5.13,  80.84
12536,Blood Crystal Tag,   16.88,    4.00,  80.84
19313,Coreli C-Type 5MN Microwarpdrive,   22.13,    5.25,  80.82
31015,Small Explosive Armor Reinforcer II,   17.38,    4.13,  80.81
